id,is_iceberg
5941774d,0.04253097251057625
4023181e,0.1859683245420456
b20200e4,0.0002945890882983804
e7f018bb,0.9990988373756409
4371c8c3,0.009675869718194008
a8d9b1fd,0.22982974350452423
29e7727e,0.02319801039993763
92a51ffb,0.9992312788963318
c769ac97,4.280824214220047e-05
aee0547d,1.5623654689989053e-05
565b28ac,4.010529301012866e-05
e04e9775,0.007790957111865282
8e8161d1,0.0015475807012990117
4cf4d256,0.278357595205307
139e5324,0.04533065855503082
f156976f,0.0010232190834358335
68a117cc,0.003805389627814293
d9aa7a56,0.04440848529338837
9005b143,0.005815308075398207
5f6d3988,0.8556904792785645
9ad70954,0.06969385594129562
b9087b9e,0.6972872614860535
a39a1427,0.06404396146535873
82fbe8ed,0.0021559582091867924
1fae4879,3.324830686324276e-05
6dd8f13d,0.0008503531571477652
bbad5958,0.05880167707800865
54527583,0.021868035197257996
be8fa29c,0.002205532742664218
81a3328f,0.9992067813873291
1a3c0ab3,0.0001453762815799564
4deeeb8b,0.12558889389038086
ac6d5632,0.03493448346853256
472dadb5,0.042467016726732254
96093f95,0.9425070881843567
f5b4e3df,0.9911496639251709
e01a3c92,0.03339364752173424
001680af,0.03619180992245674
8e639f33,0.23992252349853516
a2c16612,0.6952714920043945
a6d76474,5.8636698668124154e-05
19c47684,0.04021114483475685
015827b6,0.00251767854206264
7df7f7ce,0.014832690358161926
0bbf1a3f,0.3933522403240204
636cfbb7,0.9079945683479309
7370030a,0.9982869625091553
43aa97ad,0.0005887897568754852
ba2b5e63,0.9955175518989563
dfdd335b,0.06620258837938309
e79b13dc,0.0013498127227649093
dc32b195,0.1271723359823227
6d868590,0.9921202063560486
75fa59aa,0.006319948006421328
ffe50836,0.015279238112270832
a7bfd784,0.9879077076911926
b3d569e3,7.985765114426613e-05
6c538c5b,0.540830135345459
5c7c15f4,0.00022626975260209292
0b745139,0.005539786070585251
fd14608e,0.6623620390892029
f0bc8305,0.005400936584919691
a10ccb28,0.9993162751197815
543304c7,0.7283161282539368
6c3a4078,1.6661464542266913e-05
9b73cc75,0.8382681012153625
5c6c71b1,0.007478024810552597
09ee9186,0.04581844434142113
207c35cf,0.03596777841448784
153c813e,0.00278040231205523
5605d58b,0.3431612253189087
642ca396,0.00010984659456880763
d32d72c0,0.11231532692909241
16646a17,0.993131697177887
384074af,0.02614903263747692
69bf1e8c,0.10001855343580246
9e90a054,0.41633495688438416
89dbe7f7,0.9965267777442932
dbd27d22,0.12498599290847778
a2ea1561,0.5597850680351257
d63402af,0.1013481393456459
1ac8bb92,0.9836647510528564
8beffca5,0.00960956234484911
46741f3e,0.001100317225791514
e5ee6aa7,0.00023894225887488574
5ecd892b,0.5181558728218079
69892166,0.0005241065518930554
2f725a81,0.16681940853595734
810abfe4,0.0016660477267578244
e6f973e6,0.132063090801239
c60a5c46,0.0451163649559021
c42b9e08,0.1663094013929367
c3f00c23,0.002312406664714217
5307fdb8,0.9778605103492737
3e4f005e,8.499026444042102e-05
4a4cc2e0,0.8982362151145935
9bdd88d1,4.0275597712025046e-05
0d832bed,0.04916644096374512
14a134fa,0.027998240664601326
78a41676,0.00028958392795175314
0bd4658e,0.1349780112504959
4a311bb0,0.24077336490154266
f939c817,0.04751623794436455
956adc4d,0.9995203614234924
f8a119f5,0.36378106474876404
61faa1ad,0.002141715958714485
6725eb3e,0.003465723479166627
17b3a8fd,0.002804207382723689
49a88dfc,0.0010573082836344838
2d6ec645,0.06727141886949539
0d4d77ba,0.33070042729377747
3ee672a2,0.9995138049125671
738b41fd,0.02436600625514984
f7fb320d,0.18176186084747314
b42fad18,0.000263987691141665
4ab8b00a,0.04314522072672844
f7870f2b,0.0030622929334640503
4978666a,0.41615167260169983
f1b0d6c7,0.007283067796379328
5642407f,0.00041456232429482043
36d4ff92,0.9865875244140625
4139aba2,0.055931057780981064
7585ce58,0.26276540756225586
33e25984,0.9976593852043152
ac46f3c9,0.003414867678657174
fc34a5b8,0.4556915760040283
85c36a8f,0.18874923884868622
b2d8a426,0.3243922293186188
13ec60d1,0.708366870880127
9d440f42,0.08810117095708847
1c0a891e,0.28447017073631287
981c3bc3,0.9989891052246094
295604f4,0.07800698280334473
16ca16c3,0.003601411357522011
b4dda837,0.019943468272686005
88d088ef,0.011270732618868351
1b4fa160,0.04492470622062683
f371bd82,0.002392612863332033
b130a0b7,0.9975872039794922
